Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,LZJ-A1-,LZJ-B1-,LZJ-C1-,LZJ-D1-,LZJ-QC3-,LZJ-A1-,LZJ-B1-,LZJ-C1-,LZJ-D1-,LZJ-QC3-,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),Compound Link
20.68_301.1086m/z,,301.1085993,1,20.67836667,0.157416667,0,Infinity,Condition 4,Condition 1,100 - 12.5,157.6166882,---,0,0,31.45817869,157.6166882,54.24663581,0,0,32.9311561,170.592121,54.24663581,,,,,,,,,,
20.68_493.2280m/z,,493.2279933,1,20.67836667,0.64685,0,5.246278238,Condition 4,Condition 1,100 - 23.4,340.9285557,---,64.98484072,143.9719522,272.5518973,340.9285557,196.2539928,55.60478492,134.4925643,285.313691,368.994718,196.2539928,,,,,,,,,,
20.73_364.2499m/z,,364.2498701,1,20.7308,0.818583333,0,6.298835785,Condition 1,Condition 3,100 - 22.6 - 0.86,950.8909723,---,950.8909723,491.1969734,150.9629723,233.5304862,392.8151087,813.6372639,458.8556278,158.0315649,252.7553485,392.8151087,,,,,,,,,,
20.73_432.2405m/z,,432.2404628,1,20.7308,0.276666667,0,3.937267492,Condition 1,Condition 4,100 - 26.6,67.15915719,---,67.15915719,45.03796322,17.82830055,17.05730112,33.1610564,57.46525574,42.07257782,18.66308136,18.46150436,33.1610564,,,,,,,,,,
20.78_447.2381m/z,,447.2381263,1,20.78331667,0.323383333,0,3.736769774,Condition 1,Condition 4,100 - 18.9 - 50.2 - 8.55,354.3479277,---,354.3479277,145.4728575,107.7603462,94.82733726,137.9237623,303.2005632,135.8946471,112.8060469,102.6337806,137.9237623,,,,,,,,,,
20.78_583.1261m/z,,583.1261359,1,20.78331667,0.381516667,0,Infinity,Condition 4,Condition 1,100 - 27.3 - 6.41,1323.392931,---,0,0,260.0085819,1323.392931,211.7987424,0,0,272.1830555,1432.338222,211.7987424,,,,,,,,,,
20.78_719.2572m/z,,719.2571745,1,20.78331667,0.271066667,0,Infinity,Condition 3,Condition 1,100 - 60.2,115.7608683,---,0,4.271476537,115.7608683,104.3446793,86.04492247,0,3.990234375,121.1811803,112.934616,86.04492247,,,,,,,,,,
20.84_289.1826m/z,,289.182628,1,20.84453333,0.7573,0,3.046653791,Condition 1,Condition 3,100 - 14.2,410.033894,---,410.033894,213.1203642,134.5849979,154.679676,213.9328739,350.8486938,199.088113,140.8867187,167.413326,213.9328739,,,,,,,,,,
20.84_317.1743m/z,,317.1743095,1,20.84453333,0.270916667,0,3.723881382,Condition 1,Condition 3,100 - 11.4,90.97768984,---,90.97768984,86.39001712,24.43087749,33.0772596,57.65289397,77.84576865,80.70193362,25.5748131,35.80026922,57.65289397,,,,,,,,,,
20.84_375.1804m/z,,375.1804348,1,20.84453333,0.323116667,0,2.480569602,Condition 1,Condition 3,100 - 9.03,78.89973108,---,78.89973108,68.87242461,31.80710229,71.29392563,61.18698256,67.5111692,64.33773282,33.29641747,77.16303474,61.18698256,,,,,,,,,,
20.84_703.4051m/z,,703.4051257,1,20.84453333,0.433716667,0,6.866094418,Condition 2,Condition 4,100 - 32.3,217.9475368,---,183.4309317,217.9475368,86.67152772,31.74257788,131.951815,156.9541049,203.5974553,90.72977926,34.35571289,131.951815,,,,,,,,,,
20.84_1023.3883m/z,,1023.388255,1,20.84453333,0.2186,0,5.391135038,Condition 3,Condition 2,100 - 35,91.5062381,---,31.51862109,16.9734643,91.5062381,58.85979448,54.94740182,26.96915353,15.85589904,95.79086699,63.70529222,54.94740182,,,,,,,,,,
20.90_611.2560m/z,,611.2560252,1,20.89696667,0.2706,0,Infinity,Condition 3,Condition 1,100 - 38.3,59.66950476,---,0,56.50271103,59.66950476,54.08191145,13.26988137,0,52.78246478,62.46343105,58.53408092,13.26988137,,,,,,,,,,
20.90_963.4595m/z,,963.4594705,1,20.89696667,0.165966667,0,9.617933879,Condition 3,Condition 2,100 - 45.5,180.9647281,---,37.79981859,18.81534333,180.9647281,23.51104053,58.10607862,32.34370908,17.57650524,189.4381034,25.44653308,58.10607862,,,,,,,,,,
20.95_397.2600m/z,,397.2599802,1,20.94928333,0.384366667,0,1.404047632,Condition 1,Condition 2,100 - 20.4,211.1556272,---,211.1556272,150.3906437,163.1026137,157.6682876,166.5647607,180.6769564,140.4886369,170.739625,170.6479682,166.5647607,,,,,,,,,,
20.95_565.2776m/z,,565.2775764,1,20.94928333,1.957166667,0,10.98363045,Condition 4,Condition 2,100 - 25,1969.839183,---,224.8512455,179.3431772,384.3128344,1969.839183,632.6344618,192.3957188,167.5348803,402.30765,2132.001681,632.6344618,,,,,,,,,,
20.95_664.4220m/z,,664.4219797,1,20.94928333,0.37555,0,2.68882201,Condition 3,Condition 2,100,50.06636052,---,38.78445188,18.62018398,50.06636052,27.60507613,36.48231658,33.18621822,17.39419556,52.41063539,29.87760079,36.48231658,,,,,,,,,,
20.95_939.4720m/z,,939.4720061,1,20.94928333,0.323216667,0,6.813727439,Condition 1,Condition 4,100 - 33.7,174.0146636,---,174.0146636,78.02757875,109.9891305,25.53883541,78.02675646,148.8970018,72.89009415,115.1391904,27.64126153,78.02675646,,,,,,,,,,
21.00_549.3094m/z,,549.3093982,1,21.00158333,0.270633333,0,131.2915143,Condition 1,Condition 2,100 - 29.4,144.2657799,---,144.2657799,1.098820291,3.500896639,6.620383243,76.19083138,123.4421378,1.026471867,3.664820358,7.165391127,76.19083138,,,,,,,,,,
21.00_771.3971m/z,,771.3971469,1,21.00158333,0.978633333,0,2.206233242,Condition 1,Condition 4,100 - 35.3,372.6282852,---,372.6282852,234.8118687,368.3843404,168.8979561,227.565338,318.8422935,219.3514074,385.6333305,182.8020934,227.565338,,,,,,,,,,
21.00_1016.4117m/z,,1016.411707,1,21.00158333,0.2184,0,16.64065366,Condition 3,Condition 2,100 - 76.9,188.6268727,---,17.68462459,11.33530428,188.6268727,14.60669226,56.13217139,15.13198672,10.58896623,197.4590154,15.80915474,56.13217139,,,,,,,,,,
21.05_425.2546m/z,,425.2545951,1,21.05391667,1.307966667,0,13.17508132,Condition 3,Condition 1,100 - 22.2 - 3.57,1842.339291,---,139.8351363,1166.070053,1842.339291,1048.0766,963.0949259,119.6510231,1089.293777,1928.603794,1134.357105,963.0949259,,,,,,,,,,
21.05_665.4261m/z,,665.4260917,1,21.05391667,0.428216667,0,4.294679968,Condition 2,Condition 4,100 - 32.8 - 13.5,533.6082772,---,357.1614742,533.6082772,304.6942512,124.2486707,373.5107606,305.6079962,498.4744905,318.9610577,134.4771579,373.5107606,,,,,,,,,,
21.05_745.4167m/z,,745.4166889,1,21.05391667,0.2184,0,49.93744345,Condition 3,Condition 2,100 - 41,149.7675046,---,3.150809178,2.999102362,149.7675046,4.887612997,52.30745858,2.696014404,2.801635742,156.7801213,5.289974541,52.30745858,,,,,,,,,,
21.05_801.4033m/z,,801.4032893,1,21.05391667,1.141983333,0,5.358486302,Condition 2,Condition 4,100 - 41.1 - 37.3 - 17.5,1798.732263,---,1297.433698,1798.732263,515.8497544,335.6791753,1093.299617,1110.159245,1680.3003,540.0035696,363.3131945,1093.299617,,,,,,,,,,
21.05_863.4379m/z,,863.4379353,1,21.05391667,1.570283333,0,26.94208547,Condition 3,Condition 4,100 - 44.8 - 21.9 - 3.5,28712.09845,---,2538.960595,2221.138758,28712.09845,1065.696955,9251.867659,2172.4814,2074.894746,30056.49517,1153.428016,9251.867659,,,,,,,,,,
21.05_931.4314m/z,,931.4313514,1,21.05391667,1.03105,0,43.45757177,Condition 3,Condition 2,100 - 43.4 - 17.5 - 3.47 - 5.27 - 1.79,5385.138154,---,210.5834283,123.9171434,5385.138154,268.5328587,1695.717908,180.18735,115.7582024,5637.288379,290.6392111,1695.717908,,,,,,,,,,
21.05_963.3732m/z,,963.3731767,1,21.05391667,0.218566667,0,Infinity,Condition 3,Condition 2,100 - 49.2,215.2762316,---,1.691472688,0,215.2762316,0,62.33196382,1.447321775,0,225.3561866,0,62.33196382,,,,,,,,,,
21.05_1067.4155m/z,,1067.415492,1,21.05391667,0.2182,0,79.66052672,Condition 3,Condition 2,100 - 39.7,466.3487999,---,8.385704061,5.854201813,466.3487999,70.8943166,199.1054388,7.175292969,5.46875,488.1848145,76.7305288,199.1054388,,,,,,,,,,
21.05_1311.6945m/z,,1311.694518,1,21.05391667,0.323183333,0,Infinity,Condition 1,Condition 4,100 - 72 - 40.5,265.2398528,---,265.2398528,162.2171592,35.29115713,0,52.27516412,226.9545451,151.536472,36.94360744,0,52.27516412,,,,,,,,,,
21.12_559.1876m/z,,559.1875939,1,21.11516667,0.270866667,0,5.532007036,Condition 2,Condition 4,100 - 14.9,107.058157,---,106.1740702,107.058157,21.06021577,19.35249834,40.8742981,90.84866983,100.0092437,22.04632568,20.94564843,40.8742981,,,,,,,,,,
21.12_752.4305m/z,,752.4305077,1,21.11516667,0.602933333,0,20.76734919,Condition 2,Condition 4,99.2 - 100 - 9.38,721.9551914,---,320.9145271,721.9551914,67.48337907,34.76395493,283.1366502,274.5930136,674.4202846,70.64317715,37.62581788,283.1366502,,,,,,,,,,
21.12_900.4094m/z,,900.4094282,1,21.11516667,1.03105,0,2.525022079,Condition 1,Condition 3,100 - 58.3 - 18,2294.251078,---,2294.251078,1891.409005,908.6063432,1009.8073,1524.775379,1963.093797,1766.875028,951.1503388,1092.937373,1524.775379,,,,,,,,,,
21.12_1019.3945m/z,,1019.394493,1,21.11516667,0.76015,0,1.978951438,Condition 2,Condition 3,100 - 42.4 - 18.9 - 2.05 - 0.65,1260.10496,---,1060.452876,1260.10496,636.7538566,796.6451342,1032.769211,907.3847596,1177.137246,666.5688072,862.2271199,1032.769211,,,,,,,,,,
21.12_1415.6824m/z,,1415.682383,1,21.11516667,0.541883333,0,109.6537654,Condition 1,Condition 4,100 - 66.5 - 30.9 - 8.98,2255.256623,---,2255.256623,863.2336258,37.34161118,20.56706958,490.3851349,1929.727889,806.3966775,39.09007062,22.26020647,490.3851349,,,,,,,,,,
21.17_647.3854m/z,,647.3853976,1,21.16768333,0.384416667,0,1.630893765,Condition 3,Condition 2,100 - 28.4,105.2263541,---,84.82277054,64.52066736,105.2263541,91.9585882,73.33630817,72.57926402,60.27250356,110.1534049,99.52886831,73.33630817,,,,,,,,,,
21.17_1149.6412m/z,,1149.641214,1,21.16768333,0.43705,0,2.686462434,Condition 1,Condition 4,100 - 50.4,309.7680368,---,309.7680368,126.62962,140.9813116,115.307042,161.5607709,265.0554325,118.2920843,147.5825294,124.7994301,161.5607709,,,,,,,,,,
21.22_515.2556m/z,,515.2555579,1,21.22015,0.271166667,0,4.342649796,Condition 3,Condition 1,100 - 13.5,146.0956383,---,33.64204924,82.29384988,146.0956383,86.65837631,91.31173043,28.78608136,76.87546585,152.9363259,93.79232862,91.31173043,,,,,,,,,,
21.22_669.2590m/z,,669.2589953,1,21.22015,0.332333333,0,5.923492833,Condition 3,Condition 2,100 - 35.7,134.5409053,---,29.93463363,22.71310342,134.5409053,96.95227599,46.77269535,25.61380233,21.21762937,140.8405616,104.93365,46.77269535,,,,,,,,,,
21.27_261.1875m/z,,261.1874706,1,21.27275,0.27095,0,2.025168217,Condition 2,Condition 3,100 - 9.51,66.40038077,---,66.29881319,66.40038077,32.78758783,60.81099719,50.67182922,56.7290957,62.02845306,34.32281263,65.81712323,50.67182922,,,,,,,,,,
21.27_335.2208m/z,,335.2208422,1,21.27275,0.218566667,0,5.328261976,Condition 4,Condition 2,100 - 21.1,58.34754551,---,19.6362141,10.95057746,28.07741551,58.34754551,31.57322551,16.80187948,10.22957056,29.39209425,63.15087353,31.57322551,,,,,,,,,,
21.27_381.2272m/z,,381.2271517,1,21.27275,0.43705,0,2.593622312,Condition 4,Condition 2,100 - 19.7 - 1.77,427.4197495,---,180.7118903,164.7964499,219.5278397,427.4197495,219.7235778,154.6275359,153.9459374,229.8068693,462.6061012,219.7235778,,,,,,,,,,
21.27_449.2192m/z,,449.2192048,1,21.27275,0.105066667,0,3.847987066,Condition 4,Condition 2,100 - 15.8,85.11642861,---,43.69113365,22.11972835,24.68483279,85.11642861,33.62728726,37.38465868,20.66332325,25.84065943,92.1234436,33.62728726,,,,,,,,,,
21.27_1021.5348m/z,,1021.534804,1,21.27275,0.384533333,0,77.19779972,Condition 3,Condition 1,100 - 52.4 - 21.2 - 4.01,861.1009379,---,11.15447514,36.84892336,861.1009379,223.4984027,182.5014803,9.5444135,34.42271996,901.4205711,241.8973967,182.5014803,,,,,,,,,,
21.33_305.1773m/z,,305.1773203,1,21.3337,0.4983,0,1.82718187,Condition 2,Condition 1,100 - 13.2,132.2336935,---,72.37029641,132.2336935,98.37872851,131.9096361,91.44304175,61.92420758,123.5271749,102.9851504,142.7687947,91.44304175,,,,,,,,,,
21.33_549.2543m/z,,549.2542761,1,21.3337,0.271016667,0,3.085621315,Condition 1,Condition 4,100 - 25.4,97.30483533,---,97.30483533,46.89357396,38.2282087,31.53492454,54.4401023,83.25963995,43.80601162,40.01818161,34.13096496,54.4401023,,,,,,,,,,
21.33_1151.6556m/z,,1151.655551,1,21.3337,0.43705,0,2.883062074,Condition 1,Condition 3,100 - 41 - 10.7,252.9641788,---,252.9641788,115.3324448,87.74149577,158.3728829,134.2947129,216.4507691,107.7387367,91.84984681,171.4105677,134.2947129,,,,,,,,,,
21.33_1251.5417m/z,,1251.541674,1,21.3337,0.437083333,0,9.916297804,Condition 1,Condition 4,100 - 74.5 - 40,2073.068203,---,2073.068203,959.4373269,272.7277753,209.0566705,616.2237624,1773.836948,896.2661434,285.4978042,226.266782,616.2237624,,,,,,,,,,
21.39_491.2662m/z,,491.2661578,1,21.38625,0.279466667,0,34.6819463,Condition 4,Condition 1,100 - 26.3 - 7.05,249.2792871,---,7.187580678,8.469884657,84.94128378,249.2792871,88.49356331,6.150109368,7.912211298,88.9185195,269.8006334,88.49356331,,,,,,,,,,
21.39_619.3847m/z,,619.3846531,1,21.38625,0.279466667,0,52.37411435,Condition 3,Condition 4,100 - 31.3 - 11.5,272.852126,---,17.11404941,8.228224389,272.852126,5.209675226,43.69051534,14.64376963,7.686462402,285.6279775,5.638549805,43.69051534,,,,,,,,,,
21.39_693.2568m/z,,693.2568446,1,21.38625,0.323483333,0,3.749627392,Condition 1,Condition 4,100 - 19.3,84.70711314,---,84.70711314,68.71843949,52.90550701,22.59080817,56.44084122,72.48030086,64.19388638,55.38272024,24.45054471,56.44084122,,,,,,,,,,
21.39_715.2445m/z,,715.2445269,1,21.38625,0.376,0,4.255580432,Condition 1,Condition 4,100 - 11.1,106.0860966,---,106.0860966,87.8457567,43.98844929,24.92870203,71.16454413,90.77339449,82.06182454,46.04813598,26.98090032,71.16454413,,,,,,,,,,
21.39_1087.3838m/z,,1087.383753,1,21.38625,0.43705,0,1.599637669,Condition 4,Condition 3,100 - 39.4,258.9950242,---,229.4396592,258.7190545,161.9085554,258.9950242,258.5975448,196.3218307,241.6844985,169.4896569,280.3161963,258.5975448,,,,,,,,,,
21.39_1463.6811m/z,,1463.681087,1,21.38625,0.218483333,0,33.68440032,Condition 1,Condition 4,100 - 82.6 - 34.4 - 11.7,763.0820681,---,763.0820681,223.5443623,32.96972483,22.65387125,173.6435495,652.9371127,208.8257752,34.5134779,24.5187993,173.6435495,,,,,,,,,,
21.44_455.2415m/z,,455.2414928,1,21.43863333,0.384616667,0,10.52013451,Condition 1,Condition 3,100 - 24.8,345.8981516,---,345.8981516,119.3466947,32.87963202,32.88990159,145.1040042,295.9704465,111.4886807,34.41916664,35.59748739,145.1040042,,,,,,,,,,
21.44_738.3577m/z,,738.3576748,1,21.43863333,0.384616667,0,10.69416156,Condition 1,Condition 4,100 - 44.4 - 3.02,487.5296422,---,487.5296422,393.9085857,140.4948145,45.58839321,211.6697103,417.1585341,367.9728931,147.0732528,49.34135324,211.6697103,,,,,,,,,,
21.44_1321.6287m/z,,1321.628697,1,21.43863333,0.332016667,0,Infinity,Condition 1,Condition 3,100 - 58.6,201.7580005,---,201.7580005,87.87901815,0,2.36544071,31.04124337,172.6358039,82.09289598,0,2.560170197,31.04124337,,,,,,,,,,
21.49_754.4469m/z,,754.4468927,1,21.49116667,0.271066667,0,3.689541774,Condition 2,Condition 4,87.6 - 100,146.2097599,---,75.77174791,146.2097599,51.04570712,39.62816222,84.52415763,64.83468604,136.5830305,53.43583829,42.89045989,84.52415763,,,,,,,,,,
21.49_925.3373m/z,,925.3372785,1,21.49116667,0.218516667,0,Infinity,Condition 1,Condition 4,100 - 30.3,98.30150945,---,98.30150945,97.09073952,36.59310518,0,57.05364483,84.11245191,90.69810005,38.30651706,0,57.05364483,,,,,,,,,,
21.55_279.1976m/z,,279.1975502,1,21.55221667,1.040183333,0,1.70732334,Condition 2,Condition 3,100 - 15.4,625.038956,---,473.8333212,625.038956,366.0929019,562.652998,505.793021,405.4391704,583.885199,383.234599,608.9721171,505.793021,,,,,,,,,,
21.55_476.2784m/z,,476.2783771,1,21.55221667,1.728383333,0,5.46895404,Condition 1,Condition 3,100 - 28.7 - 1.2,3574.706378,---,3574.706378,965.7719941,653.6362074,760.9615027,1471.783712,3058.725344,902.1837241,684.2416464,823.6059151,1471.783712,,,,,,,,,,
21.60_585.3294m/z,,585.3293705,1,21.60476667,0.769216667,0,5.10727097,Condition 3,Condition 1,100 - 28.6 - 17.4 - 1.49,572.4777458,---,112.0907328,547.8031954,572.4777458,497.929801,365.8030867,95.91130826,511.7347883,599.2830735,538.9207312,365.8030867,,,,,,,,,,
21.60_645.2555m/z,,645.2555444,1,21.60476667,2.913183333,0,7.199503686,Condition 1,Condition 4,100 - 28.1 - 13.9 - 1.37,13066.59806,---,13066.59806,8712.207478,1954.702959,1814.930393,6526.578407,11180.53636,8138.579122,2046.228706,1964.34038,6526.578407,,,,,,,,,,
21.66_289.1821m/z,,289.1821127,1,21.65711667,0.541933333,0,2.560956392,Condition 1,Condition 3,100 - 15.9 - 31.3,513.267968,---,513.267968,370.4073492,200.4204248,278.8301073,299.5178526,439.181733,346.0190229,209.8047811,301.7841572,299.5178526,,,,,,,,,,
21.66_375.1805m/z,,375.1805293,1,21.65711667,0.43695,0,1.416581323,Condition 4,QC,100 - 17 - 12.7,128.4866618,---,124.9033663,109.6364802,118.9114906,128.4866618,90.70193126,106.8745378,102.4178053,124.4793253,139.0640319,90.70193126,,,,,,,,,,
21.66_602.3313m/z,,602.3312615,1,21.65711667,0.59445,0,2.777152993,Condition 3,Condition 1,100 - 51,162.4936247,---,58.51086531,142.9152905,162.4936247,124.8917865,67.25311285,50.06527746,133.5054752,170.1021211,135.1732167,67.25311285,,,,,,,,,,
21.66_801.4059m/z,,801.4059168,1,21.65711667,0.3845,0,12.44675378,Condition 2,Condition 4,100 - 41.7 - 48,382.1429617,---,231.8823364,382.1429617,93.3709197,30.7022191,229.3244477,198.4119266,356.9819403,97.74285923,33.22970896,229.3244477,,,,,,,,,,
21.66_840.4385m/z,,840.4384655,1,21.65711667,0.218466667,0,5.212538594,Condition 1,Condition 4,100 - 46.1 - 15.2,904.5677784,---,904.5677784,250.2111125,345.8934536,173.536898,748.7790909,774.0004624,233.7367356,362.0893449,187.8229256,748.7790909,,,,,,,,,,
21.66_895.3859m/z,,895.3858646,1,21.65711667,0.157366667,0,9.326772477,Condition 2,Condition 4,100 - 41.3,91.02258719,---,86.94108372,91.02258719,35.82493301,9.759280332,82.93179369,74.39181519,85.02948645,37.5023765,10.56269073,82.93179369,,,,,,,,,,
21.66_959.4299m/z,,959.4299353,1,21.65711667,0.3845,0,2.689676653,Condition 2,Condition 4,100 - 43.4 - 25,449.7268728,---,329.74738,449.7268728,226.0339335,167.2048096,356.8706633,282.150913,420.1159977,236.6176002,180.9695625,356.8706633,,,,,,,,,,
21.71_529.3031m/z,,529.3030985,1,21.70943333,0.7079,0,5.108494388,Condition 3,Condition 1,100 - 24.3,399.9951431,---,78.30000637,94.98225537,399.9951431,179.0235536,202.2873223,66.99801008,88.72844253,418.724257,193.7612575,202.2873223,,,,,,,,,,
21.71_631.2192m/z,,631.2191759,1,21.70943333,0.218366667,0,Infinity,Condition 4,Condition 1,100 - 28.5,129.1040601,---,0,0,2.366029808,129.1040601,57.58474419,0,0,2.476815257,139.732256,57.58474419,,,,,,,,,,
21.71_736.4363m/z,,736.4363275,1,21.70943333,0.550433333,0,Infinity,Condition 2,Condition 4,100,319.8152849,---,137.084648,319.8152849,30.06499472,0,148.3671256,117.2975464,298.7580366,31.47273858,0,148.3671256,,,,,,,,,,
21.71_781.2335m/z,,781.2335317,1,21.70943333,0.821666667,0,17.45775437,Condition 1,Condition 3,100 - 20.5,626.8185309,---,626.8185309,479.1063132,35.90487742,42.17873483,346.9948337,536.3421562,447.5610397,37.58606418,45.65100255,346.9948337,,,,,,,,,,
21.71_891.4409m/z,,891.4409207,1,21.70943333,0.655433333,0,3.257812196,Condition 2,Condition 4,100 - 41.3 - 33.4 - 9.52,1715.894971,---,1150.781381,1715.894971,867.5022907,526.7016229,1181.220438,984.6750485,1602.917173,908.1216568,570.0611274,1181.220438,,,,,,,,,,
21.76_505.2569m/z,,505.2568873,1,21.76213333,4.527233333,0,2.957245922,Condition 1,Condition 3,100 - 23.5 - 66 - 0.0217,20624.36025,---,20624.36025,8830.514237,6974.178271,9598.423986,12177.39896,17647.39443,8249.096338,7300.732683,10388.59225,12177.39896,,,,,,,,,,
21.76_911.4820m/z,,911.4820312,1,21.76213333,0.436983333,0,31.70781696,Condition 1,Condition 4,100 - 42,195.2380869,---,195.2380869,89.9839787,29.92710815,6.157411818,104.4758472,167.0569891,84.05926192,31.3283957,6.664306641,104.4758472,,,,,,,,,,
21.76_1191.6161m/z,,1191.616124,1,21.76213333,0.707466667,0,1.939185805,Condition 4,Condition 1,100 - 39 - 7.69,375.5541752,---,193.6659057,269.8558417,208.2092802,375.5541752,227.7747756,165.71174,252.0880184,217.9583368,406.4708123,227.7747756,,,,,,,,,,
21.82_396.2023m/z,,396.2023467,1,21.82313333,0.332166667,0,2.159489691,Condition 3,Condition 2,100 - 7.67,65.34254602,---,48.89690431,30.25832737,65.34254602,42.37603472,32.75252909,41.83901687,28.26606139,68.40210312,45.8645447,32.75252909,,,,,,,,,,
21.88_397.1357m/z,,397.1357301,1,21.87558333,0.332166667,0,2.464119052,Condition 1,Condition 3,100 - 13.5,192.4933833,---,192.4933833,118.8358336,78.11854024,95.15411273,114.9384155,164.7084621,111.0114557,81.77631223,102.9874571,114.9384155,,,,,,,,,,
21.88_793.2986m/z,,793.2985938,1,21.87558333,0.332166667,0,1.937707948,Condition 1,Condition 3,100 - 38.1 - 13.2,447.4177641,---,447.4177641,321.8601067,230.9005155,288.2171721,306.6404833,382.8364933,300.6682234,241.7120519,311.9439905,306.6404833,,,,,,,,,,
21.88_925.3334m/z,,925.3333995,1,21.87558333,0.32345,0,1.601531353,QC,Condition 1,100 - 24.4,147.6168141,---,92.17229114,128.403913,99.79204959,142.2791379,147.6168141,78.86793855,119.9495544,104.464648,153.991942,147.6168141,,,,,,,,,,
21.88_1025.5915m/z,,1025.591534,1,21.87558333,0.279466667,0,4.385769645,Condition 1,Condition 2,100 - 37,103.891869,---,103.891869,23.68840077,48.78135812,47.23395918,33.9194264,88.89588662,22.12871128,51.06546487,51.12238667,33.9194264,,,,,,,,,,
21.88_1123.5666m/z,,1123.56659,1,21.87558333,0.279466667,0,2.469050564,Condition 3,Condition 2,100 - 47.7,91.99804946,---,85.43617253,37.26049632,91.99804946,78.75731489,71.56836225,73.10412622,34.80719418,96.30570661,85.24083042,71.56836225,,,,,,,,,,
21.88_1181.6252m/z,,1181.625235,1,21.87558333,0.332166667,0,10.30670319,Condition 1,Condition 3,100 - 57.7 - 20.7,448.1735641,---,448.1735641,122.1077576,43.48369752,125.5002691,186.7761226,383.4831995,114.0679499,45.51975004,135.8317912,186.7761226,,,,,,,,,,
21.88_1419.7107m/z,,1419.710725,1,21.87558333,0.218433333,0,3.93047944,Condition 1,Condition 3,100 - 63.7 - 29.8,188.3075822,---,188.3075822,88.55559059,47.9095706,87.99646182,99.05463439,161.1268488,82.72492161,50.15285734,95.24056895,99.05463439,,,,,,,,,,
21.93_349.2385m/z,,349.2385238,1,21.92813333,0.76,0,3.168090474,Condition 1,Condition 3,100 - 16,371.417123,---,371.417123,143.66435,117.2369053,153.9720692,165.5191852,317.8059531,134.2052152,122.7263304,166.6474671,165.5191852,,,,,,,,,,
21.93_1105.5501m/z,,1105.550125,1,21.92813333,0.489316667,0,2.316426438,Condition 1,Condition 3,100 - 48.4 - 25.8 - 3.82,472.3781793,---,472.3781793,347.2584883,203.9253963,267.8979868,278.7245594,404.1940669,324.3943271,213.4738671,289.9520749,278.7245594,,,,,,,,,,
21.98_361.1998m/z,,361.199766,1,21.98056667,0.489316667,0,2.448324236,Condition 1,Condition 3,100 - 18.8 - 2.86,1611.299603,---,1611.299603,1435.451372,658.1234542,818.5615761,1071.213641,1378.721051,1340.938516,688.939001,885.9477826,1071.213641,,,,,,,,,,
21.98_429.1902m/z,,429.1901743,1,21.98056667,0.436616667,0,2.011798046,Condition 1,Condition 3,100 - 11,123.7507662,---,123.7507662,119.9957432,61.51251935,67.87881853,91.06400659,105.8883066,112.0949946,64.39274176,73.46678676,91.06400659,,,,,,,,,,
21.98_609.4136m/z,,609.4136458,1,21.98056667,0.331966667,0,7.022259642,Condition 1,Condition 3,100,631.8952531,---,631.8952531,377.7220553,89.98460401,123.5229274,213.2394844,540.6860931,352.8521148,94.19798489,133.6916695,213.2394844,,,,,,,,,,
21.98_893.4691m/z,,893.4690717,1,21.98056667,0.270616667,0,31.17068155,Condition 1,Condition 4,100 - 40.9 - 19.5 - 2.62,733.5413032,---,733.5413032,92.38622865,64.23218771,23.53305307,256.945265,627.6603272,86.30334315,67.23975411,25.47035776,256.945265,,,,,,,,,,
22.04_257.2129m/z,,257.2128635,1,22.0416,0.270866667,0,34.38959555,Condition 4,Condition 1,100 - 12.2,134.7277688,---,3.917689831,10.52558954,25.77737291,134.7277688,36.28121603,3.352201806,9.832564654,26.98435595,145.8189237,36.28121603,,,,,,,,,,
22.04_999.6431m/z,,999.6431337,1,22.0416,0.218516667,0,20.4298822,Condition 1,Condition 3,100 - 53.7,199.5159447,---,199.5159447,152.1411874,9.765888163,24.51347559,90.23638262,170.7173715,142.1239214,10.22315979,26.53149131,90.23638262,,,,,,,,,,
22.09_751.4247m/z,,751.424694,1,22.0941,0.436633333,0,38.69096591,Condition 2,Condition 4,100 - 36.3 - 9.18 - 2.05 - 7.6 - 2.06,6675.910033,---,3773.684013,6675.910033,258.5781121,172.5444138,2615.457354,3228.982107,6236.355384,270.6856063,186.7487374,2615.457354,,,,,,,,,,
22.09_781.2322m/z,,781.2321994,1,22.0941,0.331483333,0,71196887.33,Condition 1,Condition 4,100 - 17.1,212.1953275,---,212.1953275,176.6864276,18.17140987,2.98E-06,131.3658003,181.5665841,165.0530563,19.02225621,3.23E-06,131.3658003,,,,,,,,,,
22.15_455.2434m/z,,455.2433747,1,22.14645,0.3842,0,5.414972577,Condition 1,Condition 4,100 - 21.1,213.5950274,---,213.5950274,129.0565765,50.1188132,39.44526483,89.67818584,182.7642482,120.5592453,52.46554409,42.6925059,89.67818584,,,,,,,,,,
22.15_743.3990m/z,,743.3990208,1,22.14645,0.323166667,0,1.25181003,Condition 2,Condition 3,100 - 31.7,168.0580888,---,163.1443791,168.0580888,134.2520708,149.4626919,152.816994,139.5957582,156.9928237,140.5382029,161.7668656,152.816994,,,,,,,,,,
